Date,Rainfall,Temperature
1831,146.4,3.9
1831,146.4,8.85
1831,146.4,16.65
1831,146.4,16.1
1831,146.4,14.7
1831,146.4,12.5
1831,146.4,9.55
1831,146.4,11.7
1831,146.4,9.7
1831,194.8,7.4
1831,194.8,11.55
1831,194.8,10.0
1831,194.8,3.9
1831,194.8,8.85
1831,194.8,16.65
1831,194.8,16.1
1831,194.8,14.7
1831,194.8,12.5
1831,194.8,9.55
1831,194.8,11.7
1831,194.8,9.7
1831,161.1,7.4
1831,161.1,11.55
1831,161.1,10.0
1831,161.1,3.9
1831,161.1,8.85
1831,161.1,16.65
1831,161.1,16.1
1831,161.1,14.7
1831,161.1,12.5
1831,161.1,9.55
1831,161.1,11.7
1831,161.1,9.7
1832,46.8,5.4
1832,46.8,4.45
1832,46.8,7.25
1832,46.8,9.75
1832,46.8,7.8
1832,46.8,10.0
1832,46.8,16.95
1832,46.8,12.2
1832,46.8,12.8
1832,46.8,10.0
1832,46.8,5.55
1832,46.8,6.25
1832,56.3,5.4
1832,56.3,4.45
1832,56.3,7.25
1832,56.3,9.75
1832,56.3,7.8
1832,56.3,10.0
1832,56.3,16.95
1832,56.3,12.2
1832,56.3,12.8
1832,56.3,10.0
1832,56.3,5.55
1832,56.3,6.25
1832,80.2,5.4
1832,80.2,4.45
1832,80.2,7.25
1832,80.2,9.75
1832,80.2,7.8
1832,80.2,10.0
1832,80.2,16.95
1832,80.2,12.2
1832,80.2,12.8
1832,80.2,10.0
1832,80.2,5.55
1832,80.2,6.25
1832,57.3,5.4
1832,57.3,4.45
1832,57.3,7.25
1832,57.3,9.75
1832,57.3,7.8
1832,57.3,10.0
1832,57.3,16.95
1832,57.3,12.2
1832,57.3,12.8
1832,57.3,10.0
1832,57.3,5.55
1832,57.3,6.25
1832,42.0,5.4
1832,42.0,4.45
1832,42.0,7.25
1832,42.0,9.75
1832,42.0,7.8
1832,42.0,10.0
1832,42.0,16.95
1832,42.0,12.2
1832,42.0,12.8
1832,42.0,10.0
1832,42.0,5.55
1832,42.0,6.25
1832,94.5,5.4
1832,94.5,4.45
1832,94.5,7.25
1832,94.5,9.75
1832,94.5,7.8
1832,94.5,10.0
1832,94.5,16.95
1832,94.5,12.2
1832,94.5,12.8
1832,94.5,10.0
1832,94.5,5.55
1832,94.5,6.25
1832,42.0,5.4
1832,42.0,4.45
1832,42.0,7.25
1832,42.0,9.75
1832,42.0,7.8
1832,42.0,10.0
1832,42.0,16.95
1832,42.0,12.2
1832,42.0,12.8
1832,42.0,10.0
1832,42.0,5.55
1832,42.0,6.25
1832,108.8,5.4
1832,108.8,4.45
1832,108.8,7.25
1832,108.8,9.75
1832,108.8,7.8
1832,108.8,10.0
1832,108.8,16.95
1832,108.8,12.2
1832,108.8,12.8
1832,108.8,10.0
1832,108.8,5.55
1832,108.8,6.25
1832,40.1,5.4
1832,40.1,4.45
1832,40.1,7.25
1832,40.1,9.75
1832,40.1,7.8
1832,40.1,10.0
1832,40.1,16.95
1832,40.1,12.2
1832,40.1,12.8
1832,40.1,10.0
1832,40.1,5.55
1832,40.1,6.25
1832,113.6,5.4
1832,113.6,4.45
1832,113.6,7.25
1832,113.6,9.75
1832,113.6,7.8
1832,113.6,10.0
1832,113.6,16.95
1832,113.6,12.2
1832,113.6,12.8
1832,113.6,10.0
1832,113.6,5.55
1832,113.6,6.25
1832,127.9,5.4
1832,127.9,4.45
1832,127.9,7.25
1832,127.9,9.75
1832,127.9,7.8
1832,127.9,10.0
1832,127.9,16.95
1832,127.9,12.2
1832,127.9,12.8
1832,127.9,10.0
1832,127.9,5.55
1832,127.9,6.25
1832,145.1,5.4
1832,145.1,4.45
1832,145.1,7.25
1832,145.1,9.75
1832,145.1,7.8
1832,145.1,10.0
1832,145.1,16.95
1832,145.1,12.2
1832,145.1,12.8
1832,145.1,10.0
1832,145.1,5.55
1832,145.1,6.25
1833,24.4,4.75
1833,24.4,3.75
1833,24.4,5.55
1833,24.4,10.55
1833,24.4,10.55
1833,24.4,13.05
1833,24.4,16.7
1833,24.4,17.05
1833,24.4,12.5
1833,24.4,15.0
1833,24.4,12.8
1833,24.4,7.2
1833,137.0,4.75
1833,137.0,3.75
1833,137.0,5.55
1833,137.0,10.55
1833,137.0,10.55
1833,137.0,13.05
1833,137.0,16.7
1833,137.0,17.05
1833,137.0,12.5
1833,137.0,15.0
1833,137.0,12.8
1833,137.0,7.2
1833,34.8,4.75
1833,34.8,3.75
1833,34.8,5.55
1833,34.8,10.55
1833,34.8,10.55
1833,34.8,13.05
1833,34.8,16.7
1833,34.8,17.05
1833,34.8,12.5
1833,34.8,15.0
1833,34.8,12.8
1833,34.8,7.2
1833,69.7,4.75
1833,69.7,3.75
1833,69.7,5.55
1833,69.7,10.55
1833,69.7,10.55
1833,69.7,13.05
1833,69.7,16.7
1833,69.7,17.05
1833,69.7,12.5
1833,69.7,15.0
1833,69.7,12.8
1833,69.7,7.2
1833,47.6,4.75
1833,47.6,3.75
1833,47.6,5.55
1833,47.6,10.55
1833,47.6,10.55
1833,47.6,13.05
1833,47.6,16.7
1833,47.6,17.05
1833,47.6,12.5
1833,47.6,15.0
1833,47.6,12.8
1833,47.6,7.2
1833,126.5,4.75
1833,126.5,3.75
1833,126.5,5.55
1833,126.5,10.55
1833,126.5,10.55
1833,126.5,13.05
1833,126.5,16.7
1833,126.5,17.05
1833,126.5,12.5
1833,126.5,15.0
1833,126.5,12.8
1833,126.5,7.2
1833,70.8,4.75
1833,70.8,3.75
1833,70.8,5.55
1833,70.8,10.55
1833,70.8,10.55
1833,70.8,13.05
1833,70.8,16.7
1833,70.8,17.05
1833,70.8,12.5
1833,70.8,15.0
1833,70.8,12.8
1833,70.8,7.2
1833,51.1,4.75
1833,51.1,3.75
1833,51.1,5.55
1833,51.1,10.55
1833,51.1,10.55
1833,51.1,13.05
1833,51.1,16.7
1833,51.1,17.05
1833,51.1,12.5
1833,51.1,15.0
1833,51.1,12.8
1833,51.1,7.2
1833,117.2,4.75
1833,117.2,3.75
1833,117.2,5.55
1833,117.2,10.55
1833,117.2,10.55
1833,117.2,13.05
1833,117.2,16.7
1833,117.2,17.05
1833,117.2,12.5
1833,117.2,15.0
1833,117.2,12.8
1833,117.2,7.2
1833,118.4,4.75
1833,118.4,3.75
1833,118.4,5.55
1833,118.4,10.55
1833,118.4,10.55
1833,118.4,13.05
1833,118.4,16.7
1833,118.4,17.05
1833,118.4,12.5
1833,118.4,15.0
1833,118.4,12.8
1833,118.4,7.2
1833,159.0,4.75
1833,159.0,3.75
1833,159.0,5.55
1833,159.0,10.55
1833,159.0,10.55
1833,159.0,13.05
1833,159.0,16.7
1833,159.0,17.05
1833,159.0,12.5
1833,159.0,15.0
1833,159.0,12.8
1833,159.0,7.2
1833,204.3,4.75
1833,204.3,3.75
1833,204.3,5.55
1833,204.3,10.55
1833,204.3,10.55
1833,204.3,13.05
1833,204.3,16.7
1833,204.3,17.05
1833,204.3,12.5
1833,204.3,15.0
1833,204.3,12.8
1833,204.3,7.2
1834,184.3,10.6
1834,184.3,9.4
1834,184.3,11.4
1834,184.3,13.9
1834,184.3,19.4
1834,184.3,
1834,184.3,18.6
1834,184.3,19.4
1834,184.3,19.7
1834,184.3,18.3
1834,184.3,8.9
1834,184.3,4.7
1834,98.2,10.6
1834,98.2,9.4
1834,98.2,11.4
1834,98.2,13.9
1834,98.2,19.4
1834,98.2,
1834,98.2,18.6
1834,98.2,19.4
1834,98.2,19.7
1834,98.2,18.3
1834,98.2,8.9
1834,98.2,4.7
1834,65.8,10.6
1834,65.8,9.4
1834,65.8,11.4
1834,65.8,13.9
1834,65.8,19.4
1834,65.8,
1834,65.8,18.6
1834,65.8,19.4
1834,65.8,19.7
1834,65.8,18.3
1834,65.8,8.9
1834,65.8,4.7
1834,14.2,10.6
1834,14.2,9.4
1834,14.2,11.4
1834,14.2,13.9
1834,14.2,19.4
1834,14.2,
1834,14.2,18.6
1834,14.2,19.4
1834,14.2,19.7
1834,14.2,18.3
1834,14.2,8.9
1834,14.2,4.7
1834,45.6,10.6
1834,45.6,9.4
1834,45.6,11.4
1834,45.6,13.9
1834,45.6,19.4
1834,45.6,
1834,45.6,18.6
1834,45.6,19.4
1834,45.6,19.7
1834,45.6,18.3
1834,45.6,8.9
1834,45.6,4.7
1834,101.3,10.6
1834,101.3,9.4
1834,101.3,11.4
1834,101.3,13.9
1834,101.3,19.4
1834,101.3,
1834,101.3,18.6
1834,101.3,19.4
1834,101.3,19.7
1834,101.3,18.3
1834,101.3,8.9
1834,101.3,4.7
1834,113.4,10.6
1834,113.4,9.4
1834,113.4,11.4
1834,113.4,13.9
1834,113.4,19.4
1834,113.4,
1834,113.4,18.6
1834,113.4,19.4
1834,113.4,19.7
1834,113.4,18.3
1834,113.4,8.9
1834,113.4,4.7
1834,82.0,10.6
1834,82.0,9.4
1834,82.0,11.4
1834,82.0,13.9
1834,82.0,19.4
1834,82.0,
1834,82.0,18.6
1834,82.0,19.4
1834,82.0,19.7
1834,82.0,18.3
1834,82.0,8.9
1834,82.0,4.7
1834,79.0,10.6
1834,79.0,9.4
1834,79.0,11.4
1834,79.0,13.9
1834,79.0,19.4
1834,79.0,
1834,79.0,18.6
1834,79.0,19.4
1834,79.0,19.7
1834,79.0,18.3
1834,79.0,8.9
1834,79.0,4.7
1834,88.1,10.6
1834,88.1,9.4
1834,88.1,11.4
1834,88.1,13.9
1834,88.1,19.4
1834,88.1,
1834,88.1,18.6
1834,88.1,19.4
1834,88.1,19.7
1834,88.1,18.3
1834,88.1,8.9
1834,88.1,4.7
1834,78.0,10.6
1834,78.0,9.4
1834,78.0,11.4
1834,78.0,13.9
1834,78.0,19.4
1834,78.0,
1834,78.0,18.6
1834,78.0,19.4
1834,78.0,19.7
1834,78.0,18.3
1834,78.0,8.9
1834,78.0,4.7
1834,62.8,10.6
1834,62.8,9.4
1834,62.8,11.4
1834,62.8,13.9
1834,62.8,19.4
1834,62.8,
1834,62.8,18.6
1834,62.8,19.4
1834,62.8,19.7
1834,62.8,18.3
1834,62.8,8.9
1834,62.8,4.7
1835,82.7,4.7
1835,82.7,7.2
1835,82.7,4.2
1835,82.7,5.15
1835,82.7,17.2
1835,82.7,20.6
1835,82.7,18.3
1835,82.7,20.8
1835,82.7,13.75
1835,82.7,9.85
1835,82.7,10.6
1835,82.7,8.85
1835,145.5,4.7
1835,145.5,7.2
1835,145.5,4.2
1835,145.5,5.15
1835,145.5,17.2
1835,145.5,20.6
1835,145.5,18.3
1835,145.5,20.8
1835,145.5,13.75
1835,145.5,9.85
1835,145.5,10.6
1835,145.5,8.85
1835,88.2,4.7
1835,88.2,7.2
1835,88.2,4.2
1835,88.2,5.15
1835,88.2,17.2
1835,88.2,20.6
1835,88.2,18.3
1835,88.2,20.8
1835,88.2,13.75
1835,88.2,9.85
1835,88.2,10.6
1835,88.2,8.85
1835,29.8,4.7
1835,29.8,7.2
1835,29.8,4.2
1835,29.8,5.15
1835,29.8,17.2
1835,29.8,20.6
1835,29.8,18.3
1835,29.8,20.8
1835,29.8,13.75
1835,29.8,9.85
1835,29.8,10.6
1835,29.8,8.85
1835,105.8,4.7
1835,105.8,7.2
1835,105.8,4.2
1835,105.8,5.15
1835,105.8,17.2
1835,105.8,20.6
1835,105.8,18.3
1835,105.8,20.8
1835,105.8,13.75
1835,105.8,9.85
1835,105.8,10.6
1835,105.8,8.85
1835,38.6,4.7
1835,38.6,7.2
1835,38.6,4.2
1835,38.6,5.15
1835,38.6,17.2
1835,38.6,20.6
1835,38.6,18.3
1835,38.6,20.8
1835,38.6,13.75
1835,38.6,9.85
1835,38.6,10.6
1835,38.6,8.85
1835,83.8,4.7
1835,83.8,7.2
1835,83.8,4.2
1835,83.8,5.15
1835,83.8,17.2
1835,83.8,20.6
1835,83.8,18.3
1835,83.8,20.8
1835,83.8,13.75
1835,83.8,9.85
1835,83.8,10.6
1835,83.8,8.85
1835,76.1,4.7
1835,76.1,7.2
1835,76.1,4.2
1835,76.1,5.15
1835,76.1,17.2
1835,76.1,20.6
1835,76.1,18.3
1835,76.1,20.8
1835,76.1,13.75
1835,76.1,9.85
1835,76.1,10.6
1835,76.1,8.85
1835,137.8,4.7
1835,137.8,7.2
1835,137.8,4.2
1835,137.8,5.15
1835,137.8,17.2
1835,137.8,20.6
1835,137.8,18.3
1835,137.8,20.8
1835,137.8,13.75
1835,137.8,9.85
1835,137.8,10.6
1835,137.8,8.85
1835,114.7,4.7
1835,114.7,7.2
1835,114.7,4.2
1835,114.7,5.15
1835,114.7,17.2
1835,114.7,20.6
1835,114.7,18.3
1835,114.7,20.8
1835,114.7,13.75
1835,114.7,9.85
1835,114.7,10.6
1835,114.7,8.85
1835,137.8,4.7
1835,137.8,7.2
1835,137.8,4.2
1835,137.8,5.15
1835,137.8,17.2
1835,137.8,20.6
1835,137.8,18.3
1835,137.8,20.8
1835,137.8,13.75
1835,137.8,9.85
1835,137.8,10.6
1835,137.8,8.85
1835,61.7,4.7
1835,61.7,7.2
1835,61.7,4.2
1835,61.7,5.15
1835,61.7,17.2
1835,61.7,20.6
1835,61.7,18.3
1835,61.7,20.8
1835,61.7,13.75
1835,61.7,9.85
1835,61.7,10.6
1835,61.7,8.85
1836,98.2,5.6
1836,98.2,5.3
1836,98.2,7.2
1836,98.2,10.6
1836,98.2,13.45
1836,98.2,18.6
1836,98.2,14.3
1836,98.2,17.5
1836,98.2,9.9
1836,98.2,5.4
1836,98.2,9.45
1836,98.2,5.7
1836,47.5,5.6
1836,47.5,5.3
1836,47.5,7.2
1836,47.5,10.6
1836,47.5,13.45
1836,47.5,18.6
1836,47.5,14.3
1836,47.5,17.5
1836,47.5,9.9
1836,47.5,5.4
1836,47.5,9.45
1836,47.5,5.7
1836,115.9,5.6
1836,115.9,5.3
1836,115.9,7.2
1836,115.9,10.6
1836,115.9,13.45
1836,115.9,18.6
1836,115.9,14.3
1836,115.9,17.5
1836,115.9,9.9
1836,115.9,5.4
1836,115.9,9.45
1836,115.9,5.7
1836,56.3,5.6
1836,56.3,5.3
1836,56.3,7.2
1836,56.3,10.6
1836,56.3,13.45
1836,56.3,18.6
1836,56.3,14.3
1836,56.3,17.5
1836,56.3,9.9
1836,56.3,5.4
1836,56.3,9.45
1836,56.3,5.7
1836,8.8,5.6
1836,8.8,5.3
1836,8.8,7.2
1836,8.8,10.6
1836,8.8,13.45
1836,8.8,18.6
1836,8.8,14.3
1836,8.8,17.5
1836,8.8,9.9
1836,8.8,5.4
1836,8.8,9.45
1836,8.8,5.7
1836,83.9,5.6
1836,83.9,5.3
1836,83.9,7.2
1836,83.9,10.6
1836,83.9,13.45
1836,83.9,18.6
1836,83.9,14.3
1836,83.9,17.5
1836,83.9,9.9
1836,83.9,5.4
1836,83.9,9.45
1836,83.9,5.7
1836,143.5,5.6
1836,143.5,5.3
1836,143.5,7.2
1836,143.5,10.6
1836,143.5,13.45
1836,143.5,18.6
1836,143.5,14.3
1836,143.5,17.5
1836,143.5,9.9
1836,143.5,5.4
1836,143.5,9.45
1836,143.5,5.7
1836,59.6,5.6
1836,59.6,5.3
1836,59.6,7.2
1836,59.6,10.6
1836,59.6,13.45
1836,59.6,18.6
1836,59.6,14.3
1836,59.6,17.5
1836,59.6,9.9
1836,59.6,5.4
1836,59.6,9.45
1836,59.6,5.7
1836,128.0,5.6
1836,128.0,5.3
1836,128.0,7.2
1836,128.0,10.6
1836,128.0,13.45
1836,128.0,18.6
1836,128.0,14.3
1836,128.0,17.5
1836,128.0,9.9
1836,128.0,5.4
1836,128.0,9.45
1836,128.0,5.7
1836,125.8,5.6
1836,125.8,5.3
1836,125.8,7.2
1836,125.8,10.6
1836,125.8,13.45
1836,125.8,18.6
1836,125.8,14.3
1836,125.8,17.5
1836,125.8,9.9
1836,125.8,5.4
1836,125.8,9.45
1836,125.8,5.7
1836,140.2,5.6
1836,140.2,5.3
1836,140.2,7.2
1836,140.2,10.6
1836,140.2,13.45
1836,140.2,18.6
1836,140.2,14.3
1836,140.2,17.5
1836,140.2,9.9
1836,140.2,5.4
1836,140.2,9.45
1836,140.2,5.7
1836,96.0,5.6
1836,96.0,5.3
1836,96.0,7.2
1836,96.0,10.6
1836,96.0,13.45
1836,96.0,18.6
1836,96.0,14.3
1836,96.0,17.5
1836,96.0,9.9
1836,96.0,5.4
1836,96.0,9.45
1836,96.0,5.7
1837,62.8,9.4
1837,62.8,7.5
1837,62.8,5.55
1837,62.8,6.25
1837,62.8,13.65
1837,62.8,13.35
1837,62.8,17.9
1837,62.8,11.25
1837,62.8,12.65
1837,62.8,11.8
1837,62.8,5.95
1837,62.8,3.4
1837,118.6,9.4
1837,118.6,7.5
1837,118.6,5.55
1837,118.6,6.25
1837,118.6,13.65
1837,118.6,13.35
1837,118.6,17.9
1837,118.6,11.25
1837,118.6,12.65
1837,118.6,11.8
1837,118.6,5.95
1837,118.6,3.4
1837,35.9,9.4
1837,35.9,7.5
1837,35.9,5.55
1837,35.9,6.25
1837,35.9,13.65
1837,35.9,13.35
1837,35.9,17.9
1837,35.9,11.25
1837,35.9,12.65
1837,35.9,11.8
1837,35.9,5.95
1837,35.9,3.4
1837,63.8,9.4
1837,63.8,7.5
1837,63.8,5.55
1837,63.8,6.25
1837,63.8,13.65
1837,63.8,13.35
1837,63.8,17.9
1837,63.8,11.25
1837,63.8,12.65
1837,63.8,11.8
1837,63.8,5.95
1837,63.8,3.4
1837,53.8,9.4
1837,53.8,7.5
1837,53.8,5.55
1837,53.8,6.25
1837,53.8,13.65
1837,53.8,13.35
1837,53.8,17.9
1837,53.8,11.25
1837,53.8,12.65
1837,53.8,11.8
1837,53.8,5.95
1837,53.8,3.4
1837,61.8,9.4
1837,61.8,7.5
1837,61.8,5.55
1837,61.8,6.25
1837,61.8,13.65
1837,61.8,13.35
1837,61.8,17.9
1837,61.8,11.25
1837,61.8,12.65
1837,61.8,11.8
1837,61.8,5.95
1837,61.8,3.4
1837,116.6,9.4
1837,116.6,7.5
1837,116.6,5.55
1837,116.6,6.25
1837,116.6,13.65
1837,116.6,13.35
1837,116.6,17.9
1837,116.6,11.25
1837,116.6,12.65
1837,116.6,11.8
1837,116.6,5.95
1837,116.6,3.4
1837,71.8,9.4
1837,71.8,7.5
1837,71.8,5.55
1837,71.8,6.25
1837,71.8,13.65
1837,71.8,13.35
1837,71.8,17.9
1837,71.8,11.25
1837,71.8,12.65
1837,71.8,11.8
1837,71.8,5.95
1837,71.8,3.4
1837,79.7,9.4
1837,79.7,7.5
1837,79.7,5.55
1837,79.7,6.25
1837,79.7,13.65
1837,79.7,13.35
1837,79.7,17.9
1837,79.7,11.25
1837,79.7,12.65
1837,79.7,11.8
1837,79.7,5.95
1837,79.7,3.4
1837,100.7,9.4
1837,100.7,7.5
1837,100.7,5.55
1837,100.7,6.25
1837,100.7,13.65
1837,100.7,13.35
1837,100.7,17.9
1837,100.7,11.25
1837,100.7,12.65
1837,100.7,11.8
1837,100.7,5.95
1837,100.7,3.4
1837,109.6,9.4
1837,109.6,7.5
1837,109.6,5.55
1837,109.6,6.25
1837,109.6,13.65
1837,109.6,13.35
1837,109.6,17.9
1837,109.6,11.25
1837,109.6,12.65
1837,109.6,11.8
1837,109.6,5.95
1837,109.6,3.4
1837,121.6,9.4
1837,121.6,7.5
1837,121.6,5.55
1837,121.6,6.25
1837,121.6,13.65
1837,121.6,13.35
1837,121.6,17.9
1837,121.6,11.25
1837,121.6,12.65
1837,121.6,11.8
1837,121.6,5.95
1837,121.6,3.4
1838,53.8,0.0
1838,53.8,5.3
1838,53.8,5.0
1838,53.8,4.5
1838,53.8,11.95
1838,53.8,13.3
1838,53.8,13.85
1838,53.8,15.35
1838,53.8,15.0
1838,53.8,5.25
1838,53.8,5.0
1838,53.8,4.2
1838,83.8,0.0
1838,83.8,5.3
1838,83.8,5.0
1838,83.8,4.5
1838,83.8,11.95
1838,83.8,13.3
1838,83.8,13.85
1838,83.8,15.35
1838,83.8,15.0
1838,83.8,5.25
1838,83.8,5.0
1838,83.8,4.2
1838,85.9,0.0
1838,85.9,5.3
1838,85.9,5.0
1838,85.9,4.5
1838,85.9,11.95
1838,85.9,13.3
1838,85.9,13.85
1838,85.9,15.35
1838,85.9,15.0
1838,85.9,5.25
1838,85.9,5.0
1838,85.9,4.2
1838,75.5,0.0
1838,75.5,5.3
1838,75.5,5.0
1838,75.5,4.5
1838,75.5,11.95
1838,75.5,13.3
1838,75.5,13.85
1838,75.5,15.35
1838,75.5,15.0
1838,75.5,5.25
1838,75.5,5.0
1838,75.5,4.2
1838,47.6,0.0
1838,47.6,5.3
1838,47.6,5.0
1838,47.6,4.5
1838,47.6,11.95
1838,47.6,13.3
1838,47.6,13.85
1838,47.6,15.35
1838,47.6,15.0
1838,47.6,5.25
1838,47.6,5.0
1838,47.6,4.2
1838,97.2,0.0
1838,97.2,5.3
1838,97.2,5.0
1838,97.2,4.5
1838,97.2,11.95
1838,97.2,13.3
1838,97.2,13.85
1838,97.2,15.35
1838,97.2,15.0
1838,97.2,5.25
1838,97.2,5.0
1838,97.2,4.2
1838,106.5,0.0
1838,106.5,5.3
1838,106.5,5.0
1838,106.5,4.5
1838,106.5,11.95
1838,106.5,13.3
1838,106.5,13.85
1838,106.5,15.35
1838,106.5,15.0
1838,106.5,5.25
1838,106.5,5.0
1838,106.5,4.2
1838,114.8,0.0
1838,114.8,5.3
1838,114.8,5.0
1838,114.8,4.5
1838,114.8,11.95
1838,114.8,13.3
1838,114.8,13.85
1838,114.8,15.35
1838,114.8,15.0
1838,114.8,5.25
1838,114.8,5.0
1838,114.8,4.2
1838,59.0,0.0
1838,59.0,5.3
1838,59.0,5.0
1838,59.0,4.5
1838,59.0,11.95
1838,59.0,13.3
1838,59.0,13.85
1838,59.0,15.35
1838,59.0,15.0
1838,59.0,5.25
1838,59.0,5.0
1838,59.0,4.2
1838,84.8,0.0
1838,84.8,5.3
1838,84.8,5.0
1838,84.8,4.5
1838,84.8,11.95
1838,84.8,13.3
1838,84.8,13.85
1838,84.8,15.35
1838,84.8,15.0
1838,84.8,5.25
1838,84.8,5.0
1838,84.8,4.2
1838,143.8,0.0
1838,143.8,5.3
1838,143.8,5.0
1838,143.8,4.5
1838,143.8,11.95
1838,143.8,13.3
1838,143.8,13.85
1838,143.8,15.35
1838,143.8,15.0
1838,143.8,5.25
1838,143.8,5.0
1838,143.8,4.2
1838,81.7,0.0
1838,81.7,5.3
1838,81.7,5.0
1838,81.7,4.5
1838,81.7,11.95
1838,81.7,13.3
1838,81.7,13.85
1838,81.7,15.35
1838,81.7,15.0
1838,81.7,5.25
1838,81.7,5.0
1838,81.7,4.2
1839,76.0,5.1
1839,76.0,5.85
1839,76.0,3.35
1839,76.0,5.85
1839,76.0,10.1
1839,76.0,14.6
1839,76.0,14.45
1839,76.0,13.2
1839,76.0,11.65
1839,76.0,8.3
1839,76.0,3.9
1839,76.0,3.9
1839,78.3,5.1
1839,78.3,5.85
1839,78.3,3.35
1839,78.3,5.85
1839,78.3,10.1
1839,78.3,14.6
1839,78.3,14.45
1839,78.3,13.2
1839,78.3,11.65
1839,78.3,8.3
1839,78.3,3.9
1839,78.3,3.9
1839,92.1,5.1
1839,92.1,5.85
1839,92.1,3.35
1839,92.1,5.85
1839,92.1,10.1
1839,92.1,14.6
1839,92.1,14.45
1839,92.1,13.2
1839,92.1,11.65
1839,92.1,8.3
1839,92.1,3.9
1839,92.1,3.9
1839,51.8,5.1
1839,51.8,5.85
1839,51.8,3.35
1839,51.8,5.85
1839,51.8,10.1
1839,51.8,14.6
1839,51.8,14.45
1839,51.8,13.2
1839,51.8,11.65
1839,51.8,8.3
1839,51.8,3.9
1839,51.8,3.9
1839,23.0,5.1
1839,23.0,5.85
1839,23.0,3.35
1839,23.0,5.85
1839,23.0,10.1
1839,23.0,14.6
1839,23.0,14.45
1839,23.0,13.2
1839,23.0,11.65
1839,23.0,8.3
1839,23.0,3.9
1839,23.0,3.9
1839,89.8,5.1
1839,89.8,5.85
1839,89.8,3.35
1839,89.8,5.85
1839,89.8,10.1
1839,89.8,14.6
1839,89.8,14.45
1839,89.8,13.2
1839,89.8,11.65
1839,89.8,8.3
1839,89.8,3.9
1839,89.8,3.9
1839,127.8,5.1
1839,127.8,5.85
1839,127.8,3.35
1839,127.8,5.85
1839,127.8,10.1
1839,127.8,14.6
1839,127.8,14.45
1839,127.8,13.2
1839,127.8,11.65
1839,127.8,8.3
1839,127.8,3.9
1839,127.8,3.9
1839,110.5,5.1
1839,110.5,5.85
1839,110.5,3.35
1839,110.5,5.85
1839,110.5,10.1
1839,110.5,14.6
1839,110.5,14.45
1839,110.5,13.2
1839,110.5,11.65
1839,110.5,8.3
1839,110.5,3.9
1839,110.5,3.9
1839,163.5,5.1
1839,163.5,5.85
1839,163.5,3.35
1839,163.5,5.85
1839,163.5,10.1
1839,163.5,14.6
1839,163.5,14.45
1839,163.5,13.2
1839,163.5,11.65
1839,163.5,8.3
1839,163.5,3.9
1839,163.5,3.9
1839,117.4,5.1
1839,117.4,5.85
1839,117.4,3.35
1839,117.4,5.85
1839,117.4,10.1
1839,117.4,14.6
1839,117.4,14.45
1839,117.4,13.2
1839,117.4,11.65
1839,117.4,8.3
1839,117.4,3.9
1839,117.4,3.9
1839,108.2,5.1
1839,108.2,5.85
1839,108.2,3.35
1839,108.2,5.85
1839,108.2,10.1
1839,108.2,14.6
1839,108.2,14.45
1839,108.2,13.2
1839,108.2,11.65
1839,108.2,8.3
1839,108.2,3.9
1839,108.2,3.9
1839,112.8,5.1
